tournament,pool_id,fencer_num,fencer,opponent_num,opponent,bout_order,bout_type,cell_result,result,touches_scored,touches_allowed,score_margin,fencer_rating_pre,opp_rating_pre,strength_diff,win,fencer_bout_order,prev_win,recent_form_3
Feb NAC 2026,pool_6,7,MORROW Brenden,2,HUANG Jonathan,14,pool,V5,1,5,5,0,2394.0,2456.0,-62.0,1,4,1.0,0.3333333333333333
Feb NAC 2026,pool_6,7,MORROW Brenden,4,BAKSHI Aman,21,pool,V5,1,5,5,0,2394.0,1904.0,490.0,1,6,1.0,1.0
Feb NAC 2026,pool_6,6,XU Andy P.,7,MORROW Brenden,7,pool,V5,1,5,5,0,2593.0,2394.0,199.0,1,2,1.0,1.0
Feb NAC 2026,pool_6,6,XU Andy P.,2,HUANG Jonathan,10,pool,V5,1,5,5,0,2593.0,2456.0,137.0,1,3,1.0,1.0
Feb NAC 2026,pool_6,6,XU Andy P.,4,BAKSHI Aman,13,pool,V5,1,5,5,0,2593.0,1904.0,689.0,1,4,1.0,1.0
Feb NAC 2026,pool_6,6,XU Andy P.,1,BAS Liam,16,pool,D2,0,2,5,-3,2593.0,3261.0,-668.0,0,5,1.0,1.0
Feb NAC 2026,pool_6,6,XU Andy P.,5,LI Aaron,19,pool,V5,1,5,5,0,2593.0,2594.0,-1.0,1,6,0.0,0.6666666666666666
Feb NAC 2026,pool_7,5,DINSAY Kristjan,4,WAYBRIGHT Matteo,5,pool,V5,1,5,5,0,2718.0,1811.0,907.0,1,2,1.0,1.0
Feb NAC 2026,pool_7,5,DINSAY Kristjan,1,GULCHIN Mark (Yerma),8,pool,V5,1,5,5,0,2718.0,2453.0,265.0,1,3,1.0,1.0
Feb NAC 2026,pool_7,5,DINSAY Kristjan,7,WONG Garrick G.,11,pool,D2,0,2,5,-3,2718.0,2690.0,28.0,0,4,1.0,1.0
Feb NAC 2026,pool_7,5,DINSAY Kristjan,3,PARK William,15,pool,D3,0,3,5,-2,2718.0,2089.0,629.0,0,5,0.0,0.6666666666666666
Feb NAC 2026,pool_7,5,DINSAY Kristjan,6,XIE Buster,19,pool,V5,1,5,5,0,2718.0,2470.0,248.0,1,6,0.0,0.3333333333333333
Feb NAC 2026,pool_7,1,GULCHIN Mark (Yerma),7,WONG Garrick G.,4,pool,V5,1,5,5,0,2453.0,2690.0,-237.0,1,2,1.0,1.0
Feb NAC 2026,pool_7,1,GULCHIN Mark (Yerma),5,DINSAY Kristjan,8,pool,D2,0,2,5,-3,2453.0,2718.0,-265.0,0,3,1.0,1.0
Feb NAC 2026,pool_7,1,GULCHIN Mark (Yerma),3,PARK William,12,pool,V5,1,5,5,0,2453.0,2089.0,364.0,1,4,0.0,0.6666666666666666
Feb NAC 2026,pool_7,1,GULCHIN Mark (Yerma),6,XIE Buster,16,pool,V5,1,5,5,0,2453.0,2470.0,-17.0,1,5,1.0,0.6666666666666666
Feb NAC 2026,pool_7,1,GULCHIN Mark (Yerma),2,SISINNI Riccardo,20,pool,D3,0,3,5,-2,2453.0,3071.0,-618.0,0,6,1.0,0.6666666666666666
Feb NAC 2026,pool_7,3,PARK William,2,SISINNI Riccardo,6,pool,D3,0,3,5,-2,2089.0,3071.0,-982.0,0,2,1.0,1.0
Feb NAC 2026,pool_7,3,PARK William,4,WAYBRIGHT Matteo,9,pool,V5,1,5,5,0,2089.0,1811.0,278.0,1,3,0.0,0.5
Feb NAC 2026,pool_7,3,PARK William,1,GULCHIN Mark (Yerma),12,pool,D1,0,1,5,-4,2089.0,2453.0,-364.0,0,4,1.0,0.6666666666666666
Feb NAC 2026,pool_7,3,PARK William,5,DINSAY Kristjan,15,pool,V5,1,5,5,0,2089.0,2718.0,-629.0,1,5,0.0,0.3333333333333333
Feb NAC 2026,pool_7,3,PARK William,7,WONG Garrick G.,18,pool,D0,0,0,5,-5,2089.0,2690.0,-601.0,0,6,1.0,0.6666666666666666
Feb NAC 2026,pool_7,2,SISINNI Riccardo,3,PARK William,6,pool,V5,1,5,5,0,3071.0,2089.0,982.0,1,2,0.0,0.0
Feb NAC 2026,pool_7,2,SISINNI Riccardo,6,XIE Buster,10,pool,V5,1,5,5,0,3071.0,2470.0,601.0,1,3,1.0,0.5
Feb NAC 2026,pool_7,2,SISINNI Riccardo,7,WONG Garrick G.,14,pool,V5,1,5,5,0,3071.0,2690.0,381.0,1,4,1.0,0.6666666666666666
Feb NAC 2026,pool_7,2,SISINNI Riccardo,4,WAYBRIGHT Matteo,17,pool,V5,1,5,5,0,3071.0,1811.0,1260.0,1,5,1.0,1.0
Feb NAC 2026,pool_7,2,SISINNI Riccardo,1,GULCHIN Mark (Yerma),20,pool,V5,1,5,5,0,3071.0,2453.0,618.0,1,6,1.0,1.0
Feb NAC 2026,pool_7,4,WAYBRIGHT Matteo,5,DINSAY Kristjan,5,pool,D2,0,2,5,-3,1811.0,2718.0,-907.0,0,2,0.0,0.0
Feb NAC 2026,pool_7,4,WAYBRIGHT Matteo,3,PARK William,9,pool,D4,0,4,5,-1,1811.0,2089.0,-278.0,0,3,0.0,0.0
Feb NAC 2026,pool_7,4,WAYBRIGHT Matteo,6,XIE Buster,13,pool,V5,1,5,5,0,1811.0,2470.0,-659.0,1,4,0.0,0.0
Feb NAC 2026,pool_7,4,WAYBRIGHT Matteo,2,SISINNI Riccardo,17,pool,D2,0,2,5,-3,1811.0,3071.0,-1260.0,0,5,1.0,0.3333333333333333
Feb NAC 2026,pool_7,4,WAYBRIGHT Matteo,7,WONG Garrick G.,21,pool,D2,0,2,5,-3,1811.0,2690.0,-879.0,0,6,0.0,0.3333333333333333
Feb NAC 2026,pool_7,7,WONG Garrick G.,6,XIE Buster,7,pool,V5,1,5,5,0,2690.0,2470.0,220.0,1,2,0.0,0.0
Feb NAC 2026,pool_7,7,WONG Garrick G.,5,DINSAY Kristjan,11,pool,V5,1,5,5,0,2690.0,2718.0,-28.0,1,3,1.0,0.5
Feb NAC 2026,pool_7,7,WONG Garrick G.,2,SISINNI Riccardo,14,pool,D4,0,4,5,-1,2690.0,3071.0,-381.0,0,4,1.0,0.6666666666666666
Feb NAC 2026,pool_7,7,WONG Garrick G.,3,PARK William,18,pool,V5,1,5,5,0,2690.0,2089.0,601.0,1,5,0.0,0.6666666666666666
Feb NAC 2026,pool_7,7,WONG Garrick G.,4,WAYBRIGHT Matteo,21,pool,V5,1,5,5,0,2690.0,1811.0,879.0,1,6,1.0,0.6666666666666666
Feb NAC 2026,pool_7,6,XIE Buster,7,WONG Garrick G.,7,pool,D1,0,1,5,-4,2470.0,2690.0,-220.0,0,2,0.0,0.0
Feb NAC 2026,pool_7,6,XIE Buster,2,SISINNI Riccardo,10,pool,D0,0,0,5,-5,2470.0,3071.0,-601.0,0,3,0.0,0.0
Feb NAC 2026,pool_7,6,XIE Buster,4,WAYBRIGHT Matteo,13,pool,D3,0,3,5,-2,2470.0,1811.0,659.0,0,4,0.0,0.0
Feb NAC 2026,pool_7,6,XIE Buster,1,GULCHIN Mark (Yerma),16,pool,D3,0,3,5,-2,2470.0,2453.0,17.0,0,5,0.0,0.0
Feb NAC 2026,pool_7,6,XIE Buster,5,DINSAY Kristjan,19,pool,D2,0,2,5,-3,2470.0,2718.0,-248.0,0,6,0.0,0.0
Feb NAC 2026,pool_8,5,FUKUDA Diego,4,ZHAO Brian,5,pool,V5,1,5,5,0,2669.0,2050.0,619.0,1,2,1.0,1.0
Feb NAC 2026,pool_8,5,FUKUDA Diego,1,ZHENG Marcus,8,pool,V5,1,5,5,0,2669.0,2375.0,294.0,1,3,1.0,1.0
Feb NAC 2026,pool_8,5,FUKUDA Diego,7,TANG Alexander L.,11,pool,V5,1,5,5,0,2669.0,2555.0,114.0,1,4,1.0,1.0
Feb NAC 2026,pool_8,5,FUKUDA Diego,3,LEE Jaden,15,pool,V5,1,5,5,0,2669.0,2258.0,411.0,1,5,1.0,1.0
Feb NAC 2026,pool_8,5,FUKUDA Diego,6,LIN Youlong,19,pool,D1,0,1,5,-4,2669.0,3172.0,-503.0,0,6,1.0,1.0
Feb NAC 2026,pool_8,2,HARROCH Faustin,3,LEE Jaden,6,pool,D4,0,4,5,-1,2221.0,2258.0,-37.0,0,2,0.0,0.0
Feb NAC 2026,pool_8,2,HARROCH Faustin,6,LIN Youlong,10,pool,D0,0,0,5,-5,2221.0,3172.0,-951.0,0,3,0.0,0.0
Feb NAC 2026,pool_8,2,HARROCH Faustin,7,TANG Alexander L.,14,pool,D1,0,1,5,-4,2221.0,2555.0,-334.0,0,4,0.0,0.0
Feb NAC 2026,pool_8,2,HARROCH Faustin,4,ZHAO Brian,17,pool,V5,1,5,5,0,2221.0,2050.0,171.0,1,5,0.0,0.0
Feb NAC 2026,pool_8,2,HARROCH Faustin,1,ZHENG Marcus,20,pool,V5,1,5,5,0,2221.0,2375.0,-154.0,1,6,1.0,0.3333333333333333
Feb NAC 2026,pool_8,3,LEE Jaden,2,HARROCH Faustin,6,pool,V5,1,5,5,0,2258.0,2221.0,37.0,1,2,0.0,0.0
Feb NAC 2026,pool_8,3,LEE Jaden,4,ZHAO Brian,9,pool,V5,1,5,5,0,2258.0,2050.0,208.0,1,3,1.0,0.5
Feb NAC 2026,pool_8,3,LEE Jaden,1,ZHENG Marcus,12,pool,D3,0,3,5,-2,2258.0,2375.0,-117.0,0,4,1.0,0.6666666666666666
Feb NAC 2026,pool_8,3,LEE Jaden,5,FUKUDA Diego,15,pool,D2,0,2,5,-3,2258.0,2669.0,-411.0,0,5,0.0,0.6666666666666666
Feb NAC 2026,pool_8,3,LEE Jaden,7,TANG Alexander L.,18,pool,D3,0,3,5,-2,2258.0,2555.0,-297.0,0,6,0.0,0.3333333333333333
Feb NAC 2026,pool_8,6,LIN Youlong,7,TANG Alexander L.,7,pool,V5,1,5,5,0,3172.0,2555.0,617.0,1,2,1.0,1.0
Feb NAC 2026,pool_8,6,LIN Youlong,2,HARROCH Faustin,10,pool,V5,1,5,5,0,3172.0,2221.0,951.0,1,3,1.0,1.0
Feb NAC 2026,pool_8,6,LIN Youlong,4,ZHAO Brian,13,pool,V5,1,5,5,0,3172.0,2050.0,1122.0,1,4,1.0,1.0
Feb NAC 2026,pool_8,6,LIN Youlong,1,ZHENG Marcus,16,pool,V5,1,5,5,0,3172.0,2375.0,797.0,1,5,1.0,1.0
Feb NAC 2026,pool_8,6,LIN Youlong,5,FUKUDA Diego,19,pool,V5,1,5,5,0,3172.0,2669.0,503.0,1,6,1.0,1.0
Feb NAC 2026,pool_8,7,TANG Alexander L.,6,LIN Youlong,7,pool,D1,0,1,5,-4,2555.0,3172.0,-617.0,0,2,1.0,1.0
Feb NAC 2026,pool_8,7,TANG Alexander L.,5,FUKUDA Diego,11,pool,D4,0,4,5,-1,2555.0,2669.0,-114.0,0,3,0.0,0.5
Feb NAC 2026,pool_8,7,TANG Alexander L.,2,HARROCH Faustin,14,pool,V5,1,5,5,0,2555.0,2221.0,334.0,1,4,0.0,0.3333333333333333
Feb NAC 2026,pool_8,7,TANG Alexander L.,3,LEE Jaden,18,pool,V5,1,5,5,0,2555.0,2258.0,297.0,1,5,1.0,0.3333333333333333
Feb NAC 2026,pool_8,7,TANG Alexander L.,4,ZHAO Brian,21,pool,V5,1,5,5,0,2555.0,2050.0,505.0,1,6,1.0,0.6666666666666666
Feb NAC 2026,pool_8,4,ZHAO Brian,5,FUKUDA Diego,5,pool,D2,0,2,5,-3,2050.0,2669.0,-619.0,0,2,0.0,0.0
Feb NAC 2026,pool_8,4,ZHAO Brian,3,LEE Jaden,9,pool,D2,0,2,5,-3,2050.0,2258.0,-208.0,0,3,0.0,0.0
Feb NAC 2026,pool_8,4,ZHAO Brian,6,LIN Youlong,13,pool,D3,0,3,5,-2,2050.0,3172.0,-1122.0,0,4,0.0,0.0
Feb NAC 2026,pool_8,4,ZHAO Brian,2,HARROCH Faustin,17,pool,D4,0,4,5,-1,2050.0,2221.0,-171.0,0,5,0.0,0.0
Feb NAC 2026,pool_8,4,ZHAO Brian,7,TANG Alexander L.,21,pool,D3,0,3,5,-2,2050.0,2555.0,-505.0,0,6,0.0,0.0
Feb NAC 2026,pool_8,1,ZHENG Marcus,7,TANG Alexander L.,4,pool,D3,0,3,5,-2,2375.0,2555.0,-180.0,0,2,1.0,1.0
Feb NAC 2026,pool_8,1,ZHENG Marcus,5,FUKUDA Diego,8,pool,D3,0,3,5,-2,2375.0,2669.0,-294.0,0,3,0.0,0.5
Feb NAC 2026,pool_8,1,ZHENG Marcus,3,LEE Jaden,12,pool,V5,1,5,5,0,2375.0,2258.0,117.0,1,4,0.0,0.3333333333333333
Feb NAC 2026,pool_8,1,ZHENG Marcus,6,LIN Youlong,16,pool,D1,0,1,5,-4,2375.0,3172.0,-797.0,0,5,1.0,0.3333333333333333
Feb NAC 2026,pool_8,1,ZHENG Marcus,2,HARROCH Faustin,20,pool,D2,0,2,5,-3,2375.0,2221.0,154.0,0,6,0.0,0.3333333333333333
Feb NAC 2026,pool_9,7,FAN Sean,6,OZAWA Taishi,7,pool,D0,0,0,5,-5,1476.0,2366.0,-890.0,0,2,0.0,0.0
Feb NAC 2026,pool_9,7,FAN Sean,5,LI Richard Y.,11,pool,D1,0,1,5,-4,1476.0,2965.0,-1489.0,0,3,0.0,0.0
Feb NAC 2026,pool_9,7,FAN Sean,2,LING Eddie,14,pool,D3,0,3,5,-2,1476.0,2773.0,-1297.0,0,4,0.0,0.0
Feb NAC 2026,pool_9,7,FAN Sean,3,LEE Brendan,18,pool,D2,0,2,5,-3,1476.0,2655.0,-1179.0,0,5,0.0,0.0
Feb NAC 2026,pool_9,7,FAN Sean,4,HE Patrick,21,pool,D3,0,3,5,-2,1476.0,2718.0,-1242.0,0,6,0.0,0.0
Feb NAC 2026,pool_9,4,HE Patrick,5,LI Richard Y.,5,pool,D3,0,3,5,-2,2718.0,2965.0,-247.0,0,2,1.0,1.0
Feb NAC 2026,pool_9,4,HE Patrick,3,LEE Brendan,9,pool,D3,0,3,5,-2,2718.0,2655.0,63.0,0,3,0.0,0.5
Feb NAC 2026,pool_9,4,HE Patrick,6,OZAWA Taishi,13,pool,D2,0,2,5,-3,2718.0,2366.0,352.0,0,4,0.0,0.3333333333333333
Feb NAC 2026,pool_9,4,HE Patrick,2,LING Eddie,17,pool,D4,0,4,5,-1,2718.0,2773.0,-55.0,0,5,0.0,0.0
Feb NAC 2026,pool_9,4,HE Patrick,7,FAN Sean,21,pool,V5,1,5,5,0,2718.0,1476.0,1242.0,1,6,0.0,0.0
Feb NAC 2026,pool_9,3,LEE Brendan,2,LING Eddie,6,pool,D3,0,3,5,-2,2655.0,2773.0,-118.0,0,2,1.0,1.0
Feb NAC 2026,pool_9,3,LEE Brendan,4,HE Patrick,9,pool,V5,1,5,5,0,2655.0,2718.0,-63.0,1,3,0.0,0.5
Feb NAC 2026,pool_9,3,LEE Brendan,1,YEVDAYEV Tamir,12,pool,V5,1,5,5,0,2655.0,1720.0,935.0,1,4,1.0,0.6666666666666666
Feb NAC 2026,pool_9,3,LEE Brendan,5,LI Richard Y.,15,pool,D3,0,3,5,-2,2655.0,2965.0,-310.0,0,5,1.0,0.6666666666666666
Feb NAC 2026,pool_9,3,LEE Brendan,7,FAN Sean,18,pool,V5,1,5,5,0,2655.0,1476.0,1179.0,1,6,0.0,0.6666666666666666
Feb NAC 2026,pool_9,5,LI Richard Y.,4,HE Patrick,5,pool,V5,1,5,5,0,2965.0,2718.0,247.0,1,2,1.0,1.0
Feb NAC 2026,pool_9,5,LI Richard Y.,1,YEVDAYEV Tamir,8,pool,V5,1,5,5,0,2965.0,1720.0,1245.0,1,3,1.0,1.0
Feb NAC 2026,pool_9,5,LI Richard Y.,7,FAN Sean,11,pool,V5,1,5,5,0,2965.0,1476.0,1489.0,1,4,1.0,1.0
Feb NAC 2026,pool_9,5,LI Richard Y.,3,LEE Brendan,15,pool,V5,1,5,5,0,2965.0,2655.0,310.0,1,5,1.0,1.0
Feb NAC 2026,pool_9,5,LI Richard Y.,6,OZAWA Taishi,19,pool,D4,0,4,5,-1,2965.0,2366.0,599.0,0,6,1.0,1.0
Feb NAC 2026,pool_9,2,LING Eddie,3,LEE Brendan,6,pool,V5,1,5,5,0,2773.0,2655.0,118.0,1,2,0.0,0.0
Feb NAC 2026,pool_9,2,LING Eddie,6,OZAWA Taishi,10,pool,V5,1,5,5,0,2773.0,2366.0,407.0,1,3,1.0,0.5
Feb NAC 2026,pool_9,2,LING Eddie,7,FAN Sean,14,pool,V5,1,5,5,0,2773.0,1476.0,1297.0,1,4,1.0,0.6666666666666666
Feb NAC 2026,pool_9,2,LING Eddie,4,HE Patrick,17,pool,V5,1,5,5,0,2773.0,2718.0,55.0,1,5,1.0,1.0
Feb NAC 2026,pool_9,2,LING Eddie,1,YEVDAYEV Tamir,20,pool,V5,1,5,5,0,2773.0,1720.0,1053.0,1,6,1.0,1.0
Feb NAC 2026,pool_9,6,OZAWA Taishi,7,FAN Sean,7,pool,V5,1,5,5,0,2366.0,1476.0,890.0,1,2,0.0,0.0
Feb NAC 2026,pool_9,6,OZAWA Taishi,2,LING Eddie,10,pool,D2,0,2,5,-3,2366.0,2773.0,-407.0,0,3,1.0,0.5
Feb NAC 2026,pool_9,6,OZAWA Taishi,4,HE Patrick,13,pool,V5,1,5,5,0,2366.0,2718.0,-352.0,1,4,0.0,0.3333333333333333
Feb NAC 2026,pool_9,6,OZAWA Taishi,1,YEVDAYEV Tamir,16,pool,V5,1,5,5,0,2366.0,1720.0,646.0,1,5,1.0,0.6666666666666666
Feb NAC 2026,pool_9,6,OZAWA Taishi,5,LI Richard Y.,19,pool,V5,1,5,5,0,2366.0,2965.0,-599.0,1,6,1.0,0.6666666666666666
Feb NAC 2026,pool_9,1,YEVDAYEV Tamir,7,FAN Sean,4,pool,V5,1,5,5,0,1720.0,1476.0,244.0,1,2,0.0,0.0
Feb NAC 2026,pool_9,1,YEVDAYEV Tamir,5,LI Richard Y.,8,pool,D1,0,1,5,-4,1720.0,2965.0,-1245.0,0,3,1.0,0.5
Feb NAC 2026,pool_9,1,YEVDAYEV Tamir,3,LEE Brendan,12,pool,D1,0,1,5,-4,1720.0,2655.0,-935.0,0,4,0.0,0.3333333333333333
Feb NAC 2026,pool_9,1,YEVDAYEV Tamir,6,OZAWA Taishi,16,pool,D3,0,3,5,-2,1720.0,2366.0,-646.0,0,5,0.0,0.3333333333333333
Feb NAC 2026,pool_9,1,YEVDAYEV Tamir,2,LING Eddie,20,pool,D0,0,0,5,-5,1720.0,2773.0,-1053.0,0,6,0.0,0.0
